idx,created_at,tree_dbh,curb_loc,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health
1623,379,15,0,,,0,0,59,5,5,110,110,0,259,0,35,0,0,17,10,1
1624,148,6,0,,,0,2,20,28,28,54,54,1,65,1,1,33,15,39,33,1
1625,90,18,0,,,0,2,,8,8,99,99,4,151,4,6,24,14,46,26,1
1626,202,28,0,,,1,0,0,3,3,131,131,4,677,4,6,24,16,30,26,2
1627,161,4,1,1,0,0,0,,5,5,100,100,2,514,2,2,11,13,21,19,1
1628,88,16,0,1,1,0,0,28,0,0,39,39,4,44,4,6,16,11,19,17,0
1629,55,12,0,,,0,0,1,2,2,126,126,4,509,4,6,53,22,58,36,1
1630,127,15,0,1,0,1,0,,1,1,5,5,0,6,0,4,4,4,4,4,0
1631,154,31,0,,,1,0,0,3,3,158,158,4,485,4,6,43,9,50,41,1
1632,161,15,1,0,,0,0,7,10,10,16,16,2,176,2,2,2,2,2,2,1
1633,120,29,0,,,0,2,,8,8,37,37,4,467,4,6,24,16,30,26,0
1634,95,2,0,,,1,0,,20,20,106,106,1,678,1,1,54,1,39,1,1
1635,204,4,0,,,0,2,,16,16,178,178,4,679,4,6,53,22,58,24,1
1636,76,9,0,,,1,0,8,3,3,127,127,1,200,1,1,54,15,39,33,0
1637,42,23,0,,,1,0,1,3,3,70,70,4,376,4,6,40,9,48,41,1
1638,103,6,0,1,0,1,0,,5,5,129,129,4,656,4,6,9,20,9,9,1
1639,38,18,0,,,1,1,10,3,3,75,75,4,628,4,6,9,6,13,12,1
1640,72,4,0,1,0,1,0,,3,3,164,164,0,668,0,42,41,19,47,22,1
1641,142,4,0,,,0,0,6,28,28,140,140,0,545,0,39,29,10,7,15,1
1642,50,7,0,1,1,0,0,18,3,3,2,2,2,297,2,2,2,2,2,2,1
1643,144,4,0,1,,0,0,,2,2,18,18,3,549,3,3,12,8,14,13,1
1644,61,16,0,,,0,0,1,2,2,57,57,4,625,4,6,13,13,46,35,0
1645,479,9,0,,,0,0,42,24,24,148,148,3,393,3,3,56,3,3,3,1
1646,121,7,0,,,0,2,,3,3,32,32,3,469,3,3,21,8,55,13,1
1647,407,4,0,1,2,1,1,,26,26,140,140,0,444,0,39,29,10,7,15,1
1648,69,7,0,,0,1,0,,6,6,134,134,3,478,3,3,3,3,3,3,1
1649,97,31,0,,,1,1,1,3,3,143,143,4,252,4,6,50,22,62,50,1
1650,178,13,0,,0,1,0,,5,5,94,94,0,565,0,33,14,0,17,0,1
1651,43,27,0,,,1,1,1,3,3,116,116,0,181,0,4,0,0,0,4,1
1652,393,5,0,,,1,1,,6,6,46,46,0,603,0,38,4,0,10,10,1
1653,482,6,0,,1,1,0,7,19,19,179,179,0,680,0,20,28,19,24,29,1
1654,112,20,0,,0,1,0,33,5,5,9,9,0,681,0,7,7,7,7,7,0
1655,97,16,0,,,1,0,1,3,3,15,15,2,230,2,2,11,2,21,19,1
1656,433,21,0,,,0,2,,16,16,112,112,0,433,0,26,14,5,16,15,1
1657,62,17,0,,,0,0,23,0,0,48,48,4,425,4,6,50,14,36,30,0
1658,123,30,0,,,0,2,1,16,16,25,25,3,49,3,3,17,12,20,20,0
1659,44,3,0,,1,1,1,,9,9,16,16,2,176,2,2,2,2,2,2,0
1660,179,7,0,,,1,2,,5,5,11,11,4,339,4,6,9,6,9,9,1
1661,32,13,0,,,1,0,,2,2,16,16,2,17,2,2,2,2,2,2,0
1662,81,8,0,,0,1,1,,28,28,74,74,0,634,0,9,5,5,16,5,0
1663,149,7,0,,,1,0,2,3,3,180,180,1,682,1,1,49,1,54,46,1
1664,470,21,0,,,1,0,0,3,3,3,3,2,48,2,2,2,2,2,2,1
1665,153,9,0,,,0,0,7,6,6,119,119,4,186,4,6,42,11,40,36,1
1666,411,4,0,0,0,0,0,8,41,41,28,28,3,163,3,3,18,12,22,28,1
1667,248,12,0,,,1,0,,9,9,64,64,2,586,2,2,2,2,2,2,1
1668,199,17,0,,,1,2,,26,26,100,100,2,464,2,2,11,13,21,19,1
1669,155,13,0,,,0,0,,16,16,51,51,4,512,4,6,30,11,35,30,1
1670,376,13,0,,2,0,0,2,9,9,98,98,1,150,1,1,49,15,54,46,0
1671,303,3,0,,,0,2,,76,76,84,84,1,683,1,1,39,25,45,42,1
1672,170,17,0,,,0,0,,38,38,2,2,2,428,2,2,2,2,2,2,1
1673,199,16,0,,,1,2,2,6,6,100,100,2,464,2,2,11,13,21,19,1
1674,142,7,0,,,1,2,1,3,3,82,82,0,357,0,31,7,7,7,7,1
1675,124,6,0,,,0,1,,10,10,85,85,1,121,1,1,47,18,54,45,1
1676,205,18,0,,,0,0,,50,50,29,29,0,31,0,13,14,0,5,0,0
1677,178,21,0,1,,0,2,8,91,91,83,83,4,276,4,6,32,11,38,32,1
1678,404,9,0,,,1,0,6,3,3,88,88,4,127,4,6,48,24,36,24,1
1679,136,7,0,1,0,1,0,,21,21,70,70,4,684,4,6,40,13,48,14,0
1680,185,15,0,0,,0,0,,2,2,70,70,4,91,4,6,40,9,48,34,1
1681,114,8,0,,,1,0,,6,6,64,64,2,81,2,2,2,2,2,2,1
1682,58,5,0,1,,1,0,,21,21,72,72,4,579,4,6,43,24,50,41,1
1683,402,10,0,0,0,1,0,,20,20,22,22,0,431,0,12,15,4,24,16,0
1684,409,5,0,1,,0,2,6,16,16,177,177,1,640,1,1,55,25,61,49,1
1685,34,19,0,,,0,2,,47,47,21,21,0,103,0,11,0,4,0,0,1
1686,36,6,0,0,,1,0,,6,6,23,23,2,138,2,2,2,2,2,2,0
1687,365,4,0,1,,1,0,,57,57,181,181,4,685,4,6,13,9,15,35,1
1688,124,19,0,,,0,0,1,47,47,52,52,3,73,3,3,31,21,37,31,1
1689,484,16,0,,0,0,0,29,1,1,15,15,2,16,2,2,11,2,12,8,1
1690,156,6,0,,,0,0,14,0,0,45,45,0,373,0,23,14,5,5,5,1
1691,484,4,0,,,1,0,18,10,10,97,97,3,254,3,3,12,8,14,13,1
1692,169,5,0,1,0,1,0,18,5,5,16,16,2,176,2,2,2,2,2,2,1
1693,59,4,0,,,1,0,,6,6,82,82,0,126,0,31,7,7,7,7,1
1694,390,5,0,1,0,1,0,,50,50,110,110,0,170,0,35,0,0,17,10,1
1695,128,8,0,,,0,0,,21,21,59,59,3,70,3,3,37,20,41,37,1
1696,35,6,0,,,1,2,,9,9,27,27,3,686,3,3,17,12,64,20,1
1697,144,4,0,1,2,0,0,,5,5,91,91,2,331,2,2,8,2,12,8,0
1698,141,24,0,,,1,2,1,3,3,151,151,1,516,1,1,38,23,43,40,0
1699,157,5,0,,,1,1,,21,21,37,37,4,322,4,6,24,16,30,26,1
1700,11,4,1,,1,1,2,,92,92,159,159,0,687,0,40,5,5,16,0,0
1701,144,16,0,,1,1,0,1,10,10,64,64,2,122,2,2,2,2,8,2,1
1702,373,17,0,,,0,2,2,16,16,25,25,3,49,3,3,17,12,20,20,1
1703,147,27,0,,,0,2,,3,3,11,11,4,12,4,6,9,6,9,9,1
1704,78,4,0,1,0,0,0,,21,21,2,2,2,418,2,2,2,2,2,2,1
1705,405,3,0,0,2,1,1,,93,93,157,157,4,688,4,6,6,16,42,38,1
1706,191,15,0,,,1,0,,0,0,52,52,3,73,3,3,31,21,37,31,1
1707,436,13,0,,,1,0,,84,84,66,66,0,83,0,9,14,10,44,15,0
1708,60,12,0,,,0,2,,13,13,37,37,4,40,4,6,24,16,30,26,1
1709,40,3,0,1,,0,1,,21,21,86,86,0,647,0,9,5,10,26,23,1
1710,468,5,0,,0,1,1,,2,2,48,48,4,347,4,6,30,22,35,30,1
1711,173,20,0,,,0,0,54,8,8,40,40,0,689,0,17,20,7,47,22,1
1712,20,7,0,,,1,1,,6,6,64,64,2,81,2,2,2,2,8,2,1
1713,132,5,0,,,0,0,10,10,10,23,23,2,424,2,2,2,2,2,2,1
1714,205,25,0,,,1,0,1,3,3,17,17,4,344,4,6,9,6,13,12,1
1715,8,7,0,,,0,2,29,39,39,15,15,2,16,2,2,11,2,12,8,1
1716,65,5,1,,,1,2,,25,25,66,66,0,352,0,26,14,10,44,15,1
1717,41,26,0,1,0,1,0,42,50,50,21,21,0,23,0,11,0,4,17,0,1
1718,98,29,0,,,1,0,0,16,16,62,62,2,123,2,2,8,13,8,8,1
1719,140,33,0,,,0,0,,14,14,127,127,1,200,1,1,54,15,56,33,1
1720,116,25,0,,,1,1,,16,16,96,96,1,427,1,1,23,15,56,25,1
1721,130,7,0,,0,0,0,,0,0,82,82,0,126,0,31,7,7,7,7,0
1722,54,12,0,,1,1,0,42,39,39,87,87,3,125,3,3,31,21,53,31,0
1723,58,21,0,1,,0,0,,3,3,54,54,1,65,1,1,33,15,39,33,1
1724,187,6,0,,,1,2,,6,6,21,21,0,690,0,11,0,4,0,0,1
1725,104,7,0,0,,0,0,,15,15,63,63,0,691,0,19,27,17,34,27,1
1726,93,7,0,,,1,0,,6,6,131,131,4,222,4,6,24,16,60,26,1
1727,156,6,1,,,1,1,1,1,1,69,69,0,692,0,27,15,17,33,39,1
1728,129,19,0,,,1,0,1,28,28,5,5,0,693,0,4,4,4,4,4,1
1729,140,4,0,,,1,1,,6,6,3,3,2,114,2,2,2,2,2,2,1
1730,333,16,1,0,,1,0,,0,0,59,59,3,70,3,3,37,20,41,37,0
1731,435,17,0,,,1,1,0,0,0,52,52,3,203,3,3,31,21,37,31,1
1732,445,11,0,,,0,0,,9,9,39,39,4,694,4,6,16,11,19,17,1
1733,121,3,0,1,0,0,0,,5,5,13,13,0,101,0,8,4,0,10,10,0
1734,104,5,0,1,2,1,0,19,14,14,46,46,0,603,0,38,4,0,10,10,1
1735,63,16,0,,,0,2,2,19,19,10,10,2,11,2,2,8,2,8,8,1
1736,150,11,0,,,1,2,40,8,8,61,61,0,536,0,32,7,10,44,23,1
1737,141,8,0,,,1,0,,21,21,77,77,1,489,1,1,45,25,51,42,1
1738,416,4,0,1,,1,0,,21,21,149,149,0,312,0,19,25,17,18,39,1
1739,103,27,0,,,0,2,7,16,16,13,13,0,695,0,8,4,0,10,10,1
1740,398,15,0,,,0,0,0,94,94,118,118,4,696,4,6,36,11,40,36,1
1741,149,29,0,,,1,2,1,16,16,61,61,0,536,0,32,7,10,44,23,1
1742,409,6,1,,,0,2,2,12,12,49,49,2,442,2,2,8,2,12,8,1
1743,241,14,0,,,0,1,23,0,0,9,9,0,451,0,7,7,7,7,7,1
1744,160,3,0,,,1,2,,8,8,28,28,3,205,3,3,18,12,55,28,1
1745,470,11,0,,,1,2,1,3,3,167,167,1,697,1,1,45,25,51,42,1
1746,401,9,0,,,0,0,,5,5,50,50,4,256,4,6,36,11,35,9,1
1747,375,5,0,,,1,0,10,47,47,69,69,0,698,0,12,15,17,18,39,0
1748,443,18,0,,,0,1,40,3,3,115,115,1,272,1,1,51,15,52,33,1
1749,169,26,0,,,0,0,1,21,21,154,154,1,358,1,1,54,15,39,46,1
1750,457,5,0,0,,0,0,,52,52,12,12,2,447,2,2,2,2,8,8,1
1751,163,4,0,1,,1,0,,5,5,101,101,2,153,2,2,11,13,12,19,1
1752,197,5,0,,,0,0,9,21,21,21,21,0,560,0,11,0,0,11,0,1
1753,149,5,0,,,0,1,,9,9,100,100,2,514,2,2,11,13,21,19,1
1754,337,15,0,,,0,1,2,3,3,155,155,0,366,0,36,10,0,0,11,1
1755,126,5,0,1,0,1,0,10,2,2,79,79,1,157,1,1,45,25,51,42,1
1756,158,6,0,1,,1,0,,14,14,101,101,2,153,2,2,11,13,12,19,1
1757,151,3,1,1,,1,1,,6,6,0,0,0,316,0,0,0,0,17,0,1
1758,184,32,0,,,1,0,1,16,16,28,28,3,50,3,3,18,18,22,28,1
1759,149,18,0,,,0,0,23,0,0,61,61,0,601,0,7,7,10,44,7,1
1760,89,14,0,,0,0,2,,9,9,0,0,0,699,0,0,0,0,17,10,1
1761,160,3,0,0,,0,2,3,50,50,48,48,4,347,4,6,30,22,35,30,0
1762,147,9,0,,,1,0,,16,16,88,88,4,408,4,6,48,24,36,24,0
1763,394,3,0,1,0,0,1,,21,21,11,11,4,273,4,6,9,20,9,9,0
1764,184,22,0,,,1,0,1,16,16,74,74,0,634,0,9,5,5,16,5,1
1765,157,5,0,1,0,0,2,,6,6,73,73,0,102,0,30,20,7,24,22,1
1766,149,9,0,,,0,2,,3,3,86,86,0,570,0,9,5,10,26,23,1
1767,98,17,1,,,0,0,17,0,0,37,37,4,531,4,6,24,16,30,26,0
1768,128,24,0,,,1,0,0,3,3,38,38,0,43,0,19,25,17,31,27,0
1769,16,19,0,,,1,0,0,0,0,157,157,4,688,4,6,6,16,42,38,1
1770,37,10,0,1,0,0,0,54,0,0,65,65,1,82,1,1,38,23,43,40,1
1771,225,10,1,,2,1,1,,9,9,29,29,0,31,0,13,14,0,5,0,1
1772,64,6,0,1,,1,0,7,21,21,116,116,0,202,0,4,0,0,17,10,1
1773,156,15,0,,,0,0,,20,20,121,121,3,192,3,3,52,21,59,31,0
1774,82,5,0,,,1,1,,6,6,113,113,0,543,0,4,4,4,4,4,1
1775,40,5,0,1,0,0,0,,19,19,64,64,2,354,2,2,2,2,2,2,0
1776,20,13,0,,,1,2,,5,5,139,139,1,240,1,1,47,1,57,45,1
1777,162,7,0,,,0,0,,16,16,21,21,0,560,0,11,0,0,11,0,1
1778,128,17,0,,,0,0,,16,16,96,96,1,142,1,1,23,15,56,33,2
1779,130,6,0,1,,1,0,,26,26,23,23,2,424,2,2,2,2,12,2,1
1780,103,3,0,,,0,0,0,3,3,112,112,0,220,0,10,14,5,16,15,1
1781,77,3,0,,,0,2,,21,21,88,88,4,221,4,6,48,14,27,48,1
1782,123,5,0,1,2,1,0,,6,6,37,37,4,486,4,6,24,9,30,26,1
1783,158,23,0,,,1,0,1,16,16,100,100,2,152,2,2,11,13,21,19,1
1784,402,5,0,1,,0,0,,2,2,15,15,2,700,2,2,11,2,12,8,1
1785,130,5,1,1,0,1,0,,20,20,167,167,1,558,1,1,45,25,51,42,0
1786,323,15,0,,,0,2,,39,39,23,23,2,193,2,2,2,2,2,2,1
1787,55,19,0,,,1,1,,9,9,140,140,0,474,0,39,29,10,7,15,1
1788,205,5,1,1,,0,2,,26,26,155,155,0,539,0,9,10,0,11,11,1
1789,166,9,0,,,1,1,2,39,39,62,62,2,561,2,2,8,2,8,8,0
1790,92,21,0,,,0,2,1,3,3,73,73,0,671,0,30,20,7,24,22,0
1791,129,20,0,,,0,1,3,0,0,15,15,2,89,2,2,11,2,12,19,1
1792,162,7,0,,,1,0,1,16,16,24,24,4,452,4,6,42,22,40,36,1
1793,21,17,0,,,0,0,36,2,2,25,25,3,27,3,3,17,12,20,18,1
1794,346,4,0,,,0,2,,43,43,5,5,0,5,0,4,4,0,4,4,1
1795,199,20,0,,,0,2,2,3,3,69,69,0,701,0,27,15,17,33,39,1
1796,157,14,0,,,1,0,,26,26,150,150,0,327,0,8,4,0,17,10,0
1797,58,3,0,,0,1,0,18,6,6,64,64,2,586,2,2,2,2,2,2,0
1798,149,20,0,,,1,2,1,16,16,53,53,4,702,4,6,32,22,38,32,0
1799,286,2,0,,,0,2,1,17,17,20,20,0,387,0,10,14,10,16,15,1
1800,181,5,0,1,,1,1,,57,57,125,125,1,340,1,1,39,25,45,42,1
1801,67,5,0,1,0,1,0,,26,26,3,3,2,3,2,2,2,2,2,2,0
1802,59,3,0,,,1,2,,6,6,51,51,4,703,4,6,30,20,35,30,1
1803,57,4,0,,,1,1,,6,6,134,134,3,520,3,3,3,3,3,3,1
1804,471,12,0,,,1,2,30,9,9,69,69,0,704,0,27,15,17,33,39,0
1805,74,26,0,,,0,0,1,44,44,122,122,4,194,4,6,6,16,42,38,1
1806,401,11,0,0,0,0,0,5,11,11,35,35,0,55,0,17,20,19,28,12,1
1807,160,16,0,,,0,0,0,0,0,112,112,0,220,0,10,14,5,16,15,2
1808,140,18,0,,,1,0,1,6,6,100,100,2,152,2,2,11,13,21,19,1
1809,138,9,0,,0,0,0,2,39,39,62,62,2,561,2,2,8,2,8,8,2
1810,32,8,0,,,1,2,,16,16,63,63,0,80,0,4,27,17,18,39,1
1811,133,3,0,,,1,0,,9,9,51,51,4,651,4,6,30,11,62,50,1
1812,197,26,0,,,0,0,10,3,3,11,11,4,12,4,6,9,6,9,9,0
1813,108,14,0,,0,1,0,,51,51,94,94,0,705,0,44,14,0,5,0,1
1814,135,19,0,1,,1,1,1,16,16,88,88,4,456,4,6,48,14,27,48,1
1815,120,3,0,,,0,1,,9,9,17,17,4,18,4,6,9,6,13,12,1
1816,90,4,0,,,0,2,,24,24,144,144,0,547,0,9,10,0,11,11,1
1817,87,16,1,1,,1,0,,43,43,3,3,2,114,2,2,2,2,2,2,1
1818,85,16,0,,,1,0,41,24,24,30,30,0,226,0,14,19,5,10,21,1
1819,144,11,0,,0,0,1,19,0,0,48,48,4,57,4,6,30,14,35,30,1
1820,384,13,0,0,0,0,0,4,30,30,102,102,3,154,3,3,21,8,25,13,2
1821,148,10,0,0,,0,0,20,19,19,60,60,2,74,2,2,11,2,12,19,0
1822,462,25,0,,,1,0,0,3,3,125,125,1,443,1,1,39,25,45,42,0
1823,55,9,0,1,0,1,0,,2,2,15,15,2,89,2,2,11,2,12,19,1
1824,473,19,0,,,1,2,,85,85,11,11,4,339,4,6,9,6,9,9,1
1825,34,14,0,0,,1,0,,6,6,5,5,0,5,0,4,4,0,4,4,1
1826,37,16,0,,,0,0,,0,0,15,15,2,89,2,2,11,2,12,19,1
1827,109,18,1,,,0,1,5,21,21,37,37,4,133,4,6,24,16,30,26,1
1828,460,12,0,,,0,2,,9,9,32,32,3,706,3,3,21,12,55,13,1
1829,488,17,0,,,1,0,5,3,3,49,49,2,164,2,2,8,2,12,19,1
1830,178,21,0,,,0,2,1,16,16,6,6,0,676,0,26,5,5,16,5,1
1831,129,9,0,1,1,1,0,,2,2,35,35,0,178,0,17,20,7,28,22,1
1832,79,13,0,1,,0,2,,10,10,110,110,0,259,0,35,0,0,17,10,1
1833,225,17,0,,,0,2,,21,21,18,18,3,549,3,3,12,8,14,13,2
1834,55,5,0,,,1,0,,6,6,48,48,4,347,4,6,30,22,35,30,1
1835,384,15,0,1,0,0,2,4,5,5,66,66,0,83,0,26,14,10,44,15,0
1836,135,24,0,,,1,2,,3,3,173,173,4,574,4,6,22,22,60,32,0
1837,179,14,0,,,1,0,2,60,60,96,96,1,427,1,1,23,15,56,25,1
1838,149,29,0,,,0,2,,16,16,143,143,4,707,4,6,50,22,62,50,1
1839,476,2,0,1,,1,0,,5,5,75,75,4,106,4,6,9,6,9,9,1
1840,139,14,0,,,0,0,1,2,2,30,30,0,385,0,14,19,7,23,21,1
1841,356,18,0,,,1,1,,2,2,37,37,4,133,4,6,24,16,30,26,0
1842,345,15,0,,,0,1,,5,5,23,23,2,138,2,2,2,2,2,2,1
1843,157,6,0,,,0,2,,2,2,37,37,4,467,4,6,24,16,30,26,0
1844,123,5,0,1,,1,0,,6,6,62,62,2,123,2,2,8,2,8,8,1
1845,82,29,0,,,0,2,2,16,16,6,6,0,346,0,9,5,10,26,5,1
1846,56,4,0,,,1,1,,3,3,21,21,0,35,0,16,0,0,11,0,1
1847,141,8,0,1,2,0,0,6,2,2,16,16,2,176,2,2,2,2,2,2,1
1848,28,5,0,1,1,1,0,24,43,43,52,52,3,308,3,3,31,21,37,31,1
1849,67,13,0,,,1,0,0,3,3,143,143,4,279,4,6,50,22,62,50,1
1850,60,8,0,1,0,1,0,,81,81,37,37,4,159,4,6,24,16,30,26,0
1851,86,4,0,,1,0,0,18,16,16,41,41,3,148,3,3,26,3,32,3,1
1852,129,4,0,,,0,1,,16,16,151,151,1,607,1,1,38,25,61,49,1
1853,19,4,0,,0,1,0,,5,5,2,2,2,246,2,2,2,2,2,2,0
1854,105,8,0,,,0,2,,38,38,161,161,0,648,0,41,41,5,10,21,1
1855,150,32,0,,,0,1,2,3,3,57,57,4,68,4,6,13,9,15,35,0
1856,436,4,0,1,0,1,0,,11,11,41,41,3,459,3,3,26,18,32,43,1
1857,109,15,0,,,0,2,,21,21,106,106,1,161,1,1,44,1,57,1,1
1858,27,6,0,1,,1,0,,43,43,49,49,2,58,2,2,8,2,12,8,1
1859,241,18,0,,,0,0,7,21,21,52,52,3,203,3,3,31,21,37,31,1
1860,148,24,0,,,0,2,,16,16,142,142,4,251,4,6,13,9,15,14,1
1861,178,5,0,0,0,0,0,0,2,2,48,48,4,425,4,6,50,14,36,30,1
1862,161,24,0,,,1,2,,28,28,111,111,1,708,1,1,45,25,45,42,1
1863,66,10,0,1,0,0,1,,11,11,35,35,0,460,0,17,20,7,28,22,1
1864,50,4,0,1,1,0,0,,0,0,59,59,3,70,3,3,37,20,41,37,1
1865,226,17,0,,,0,0,,21,21,0,0,0,0,0,0,0,0,0,0,1
1866,85,7,0,,,1,0,1,3,3,156,156,3,541,3,3,26,18,32,43,1
1867,437,3,0,1,0,1,0,,20,20,79,79,1,157,1,1,45,25,51,42,1
1868,154,5,0,1,1,1,0,,43,43,58,58,4,336,4,6,36,11,40,36,1
1869,153,4,0,,,0,2,,16,16,7,7,4,227,4,6,6,16,42,38,1
1870,35,3,1,1,,1,1,,6,6,136,136,4,709,4,6,22,22,60,32,1
1871,141,13,0,1,0,1,0,,8,8,2,2,2,246,2,2,2,2,2,2,1
1872,409,17,0,,,1,2,,10,10,68,68,4,523,4,6,13,16,15,35,1
1873,116,6,0,1,1,1,0,,14,14,101,101,2,153,2,2,11,13,12,19,1
1874,132,15,0,,,1,0,,16,16,52,52,3,203,3,3,31,21,37,31,0
1875,210,4,0,,,1,2,,50,50,135,135,0,378,0,16,14,5,5,5,1
1876,456,18,0,,,0,2,1,3,3,173,173,4,574,4,6,22,22,60,32,1
1877,44,3,0,,,1,0,,16,16,13,13,0,231,0,8,4,0,4,10,1
1878,154,23,0,,,0,2,1,3,3,11,11,4,710,4,6,9,20,9,9,1
1879,65,12,0,0,,1,0,,5,5,121,121,3,583,3,3,52,21,37,31,1
1880,73,9,0,1,0,1,0,,10,10,167,167,1,697,1,1,45,25,51,42,1
1881,138,13,0,0,,1,0,,9,9,163,163,4,473,4,6,57,13,49,14,1
1882,433,17,0,,,0,2,,7,7,30,30,0,350,0,14,19,7,23,21,1
1883,138,7,0,,,0,0,,6,6,64,64,2,171,2,2,2,2,2,2,1
1884,165,17,0,,,1,2,20,9,9,73,73,0,711,0,30,20,7,24,22,1
1885,185,7,0,,0,0,2,,21,21,13,13,0,101,0,38,4,0,10,10,1
1886,128,14,0,1,1,1,1,,10,10,167,167,1,697,1,1,45,25,51,42,1
1887,223,26,0,,,0,2,,16,16,118,118,4,712,4,6,36,11,40,36,1
1888,165,20,0,,,0,1,,9,9,9,9,0,681,0,7,7,7,7,7,1
1889,178,4,0,,,0,0,,16,16,160,160,4,457,4,6,50,24,62,50,1
1890,343,6,0,,,1,2,,39,39,55,55,4,713,4,6,34,9,49,34,1
1891,167,15,0,,,1,0,2,39,39,26,26,2,314,2,2,11,13,21,19,0
1892,204,3,0,,0,1,0,,26,26,97,97,3,254,3,3,12,8,14,13,1
1893,206,13,0,0,0,0,2,17,9,9,119,119,4,714,4,6,42,22,40,36,1
1894,165,17,0,,,0,2,,21,21,11,11,4,339,4,6,9,6,9,9,1
1895,103,5,0,,,1,1,,3,3,107,107,4,166,4,6,48,24,50,41,1
1896,337,32,0,0,,1,0,10,3,3,152,152,4,540,4,6,9,6,13,12,1
1897,181,8,0,,,0,0,,71,71,49,49,2,299,2,2,8,2,12,8,1
1898,99,6,0,2,,0,0,,9,9,2,2,2,368,2,2,2,2,2,2,1
1899,351,5,0,,,1,2,,11,11,124,124,3,163,3,3,18,12,22,28,1
1900,458,6,0,,,1,2,,6,6,15,15,2,89,2,2,11,2,12,19,1
1901,132,10,0,,,0,1,,0,0,9,9,0,451,0,7,7,7,7,7,1
1902,121,15,0,,,0,0,55,19,19,105,105,0,649,0,9,10,0,11,11,1
1903,166,8,0,,,0,1,3,19,19,31,31,0,450,0,30,20,7,24,22,0
1904,61,16,0,,,0,0,38,0,0,55,55,4,66,4,6,34,9,8,34,1
1905,147,6,0,,1,0,0,,21,21,124,124,3,197,3,3,18,3,22,18,1
1906,148,2,1,,,1,2,7,10,10,61,61,0,627,0,32,7,10,44,23,2
1907,477,15,0,,,0,1,,2,2,21,21,0,519,0,11,0,0,11,0,0
1908,427,27,0,,,1,2,,16,16,51,51,4,512,4,6,30,20,35,30,1
1909,111,20,0,1,,0,2,,16,16,82,82,0,126,0,31,7,7,7,7,1
1910,141,5,0,1,0,1,2,,5,5,37,37,4,715,4,6,24,9,30,26,1
1911,60,3,0,,,1,1,,5,5,38,38,0,196,0,19,25,17,31,16,1
1912,69,5,0,0,0,1,0,,6,6,83,83,4,276,4,6,32,11,38,32,1
1913,55,9,0,,2,0,0,,0,0,48,48,4,492,4,6,30,14,36,30,1
1914,147,17,0,,,1,0,1,16,16,30,30,0,385,0,14,19,7,23,21,0
1915,162,10,0,,,0,2,,16,16,145,145,3,267,3,3,46,8,59,47,1
1916,419,7,0,1,0,0,0,,19,19,145,145,3,267,3,3,46,8,59,47,1
1917,98,14,0,,2,0,0,33,2,2,0,0,0,316,0,0,0,0,17,0,1
1918,479,6,0,1,0,1,0,1,42,42,135,135,0,624,0,16,14,5,5,0,1
1919,107,7,0,,,1,2,,21,21,167,167,1,558,1,1,45,25,51,42,2
1920,178,30,0,,,1,0,1,3,3,88,88,4,666,4,6,48,14,27,48,1
1921,73,3,0,,,0,2,1,16,16,122,122,4,194,4,6,6,16,42,38,2
1922,413,10,1,,,1,2,,10,10,51,51,4,651,4,6,30,11,62,50,2
1923,482,12,0,,,0,2,,9,9,140,140,0,474,0,39,29,10,7,15,2
1924,155,16,0,,,1,1,1,16,16,30,30,0,488,0,14,19,7,23,21,1
1925,392,10,0,,,0,1,2,1,1,73,73,0,711,0,30,20,7,24,22,1
1926,162,6,0,,,0,2,8,16,16,43,43,0,524,0,21,27,19,34,27,1
1927,84,23,0,,,0,0,7,2,2,140,140,0,599,0,39,29,10,44,15,1
1928,405,31,0,,,0,2,,2,2,151,151,1,607,1,1,38,25,61,49,0
1929,167,6,0,,,0,2,,2,2,37,37,4,715,4,6,24,9,30,26,1
1930,169,6,0,,,1,2,,9,9,11,11,4,12,4,6,9,6,9,9,0
1931,419,6,0,,0,0,0,,26,26,126,126,4,199,4,6,53,22,58,36,1
1932,143,3,0,0,,1,1,,6,6,85,85,1,121,1,1,47,18,54,45,1
1933,377,5,0,,0,1,0,,11,11,95,95,0,305,0,34,29,10,44,15,1
1934,323,9,0,,,0,2,,38,38,72,72,4,507,4,6,43,24,50,41,1
1935,195,16,0,,,0,1,,95,95,31,31,0,450,0,30,20,7,24,22,1
1936,385,5,1,,,1,1,,21,21,44,44,0,52,0,22,28,19,28,29,1
1937,409,28,0,,,1,0,1,2,2,52,52,3,63,3,3,31,21,37,31,1
1938,63,7,0,,,1,1,,6,6,97,97,3,254,3,3,12,8,14,13,1
1939,72,5,0,1,,1,0,18,24,24,65,65,1,716,1,1,38,23,43,40,1
1940,420,7,0,,0,1,0,8,78,78,2,2,2,418,2,2,2,2,2,2,1
1941,84,9,0,,,0,1,,10,10,168,168,1,515,1,1,1,1,57,45,1
1942,346,34,0,,,1,2,,2,2,15,15,2,399,2,2,11,2,21,8,1
1943,79,22,0,,,1,0,,36,36,40,40,0,482,0,17,20,7,23,22,1
1944,182,25,0,,,0,2,1,16,16,136,136,4,717,4,6,22,14,60,48,1
1945,144,32,0,,,1,0,2,3,3,89,89,4,128,4,6,40,9,48,14,0
